EVENT,GENE,LENGTH,Total_Introns,Intron_Position,Repeat_Percentage,Repeat_Types,GC_Content,phylop_mean,PIR_Nuc_baseline,TPM_Nuc_baseline,TPM_Cyt_baseline,Nuclear_Enrichment,hl_gated_gwise,hl_gated_intwise,hl_gated_intwise_scaled,hl_gated_intwise_scaled_logged,stability,CpG_total,CpG_methylated_perc,Speckle_Enrichment,ssDRIP_peaks,ssDRIP_qValue,ssDRIP_cov,UMAP1_IR,UMAP2_IR,class_ir
HsaINT0069059,GIGYF2,113,30.0,26.0,0.0,,31.85841,0.1079642917570059,0.61,38.895,35.215,0.1433946241851124,,,,,noIR,4,92.3076923076923,0.0027079662212523,0,,1.549091286529943,6.212354,4.087119,Spliced
HsaINT1014391,GIGYF2,92,30.0,12.0,0.0,,34.78261,0.5208131828560278,0.71,38.895,35.215,0.1433946241851124,,,,,noIR,2,82.3529411764706,0.0027079662212523,0,,1.673787620790696,6.1894064,4.3273354,Spliced
HsaINT0069103,GINS2,5778,4.0,2.0,58.48044305988231,"LINE/L1, LINE/L2, SINE/Alu, Simple_repeat",47.16165,-0.1586055050130323,0.965,32.445,55.5,-0.7744916054416957,,,,,noIR,147,92.12062256809338,-0.0580543347198375,0,,0.8783079409313348,-0.26989505,6.8576636,Spliced
HsaINT0069113,GINS4,733,2.0,2.0,42.155525238744886,DNA/hAT-Charlie,40.51842,0.0958825129356561,0.275,18.695,11.985,0.6414225622090359,,,,,noIR,8,96.55172413793105,1.14665606790879,0,,0.2248596331520335,0.28135425,3.302586,Spliced
HsaINT0069203,GJA1,10999,1.0,1.0,19.86544231293754,"DNA/hAT-Charlie, LINE/L2, SINE/Alu, SINE/MIR, Simple_repeat, snRNA",40.18547,0.1360360973497765,0.88,220.525,701.075,-1.6686265725652405,12.0,2.125,0.1770833333333333,-0.7518223116612945,noIR,336,40.73095552619992,,0,,0.7315669974264318,1.6650683,0.8674039,Spliced
HsaINT0069262,GK5,1997,15.0,2.0,41.4621932899349,"LINE/L1, SINE/Alu",34.55183,0.0727795590712471,0.0,12.675,4.8,1.4008794362821846,,,,,noIR,20,88.15789473684211,0.672274489125817,0,,0.6432230149649187,0.2161825,0.77223355,Spliced
HsaINT0069260,GK5,960,15.0,14.0,36.97916666666666,"SINE/Alu, Simple_repeat",36.5625,0.112679874481744,0.0,12.675,4.8,1.4008794362821846,,,,,noIR,17,94.38202247191012,0.672274489125817,0,,0.7569219717874893,-0.41087583,1.19116,Spliced
HsaINT0069301,GLB1,24297,15.0,1.0,55.99045149606948,"DNA/hAT-Charlie, LINE/CR1, LINE/L1, LINE/L2, LTR/ERVL, Low_complexity, SINE/Alu, SINE/MIR, Simple_repeat",44.17006,0.2066322029211189,0.82,24.165,40.28,-0.7371446885790598,12.0,,,,noIR,641,77.56964457252641,-0.200378328875579,0,,1.0681913596121473,0.1797188,8.243323,Spliced
HsaINT0069309,GLB1,529,15.0,3.0,36.10586011342155,"LINE/L2, SINE/MIR",44.99055,-0.1058200750785269,0.0,24.165,40.28,-0.7371446885790598,12.0,,,,noIR,4,91.17647058823528,-0.200378328875579,0,,0.881935590450624,0.8526948,5.4173393,Spliced
HsaINT0069314,GLB1,84,15.0,8.0,0.0,,52.38095,0.705120477694962,0.705,24.165,40.28,-0.7371446885790598,12.0,0.163,0.0135833333333333,-1.866993641643667,noIR,2,84.61538461538461,-0.200378328875579,0,,3.1331199298323704,6.85464,4.743732,Spliced
HsaINT0069306,GLB1,2398,15.0,14.0,39.90825688073394,"LINE/L2, SINE/Alu",48.49875,-0.0979820597066626,0.0,24.165,40.28,-0.7371446885790598,12.0,,,,noIR,45,93.55932203389833,-0.200378328875579,0,,0.522229561226576,-3.480375,3.132176,Spliced
HsaINT0069313,GLB1,1486,15.0,7.0,27.8600269179004,"SINE/Alu, SINE/MIR",46.70256,-0.1183050509964771,0.77,24.165,40.28,-0.7371446885790598,12.0,,,,noIR,36,95.8041958041958,-0.200378328875579,0,,0.389759694448462,0.099792786,5.1740155,Spliced
HsaINT0069350,GLB1L2,2666,17.0,5.0,12.94073518379595,"DNA/hAT-Charlie, SINE/MIR",53.30083,-0.2921527219137289,0.845,33.045,7.76,2.0903034382349115,12.0,0.169,0.0140833333333333,-1.8512945414339512,noIR,133,90.0,,0,,0.0961930607907875,1.4854584,3.8327491,Spliced
HsaINT0069349,GLB1L2,8867,17.0,4.0,87.43656253524304,"DNA/hAT, LINE/L1, LTR/ERVL-MaLR, SINE/Alu",39.92331,-0.0067593055001919,0.0,33.045,7.76,2.0903034382349115,12.0,,,,noIR,185,89.70125786163523,,0,,1.0262299095734202,0.9716805,4.7781835,Spliced
HsaINT1014434,GLDC,627,24.0,10.0,0.0,,36.68262,0.0227651775376826,0.535,73.44,106.86,-0.5410839584089671,,,,,noIR,4,95.83333333333331,0.527796252073175,0,,0.6899928624823227,0.035704296,1.9588537,Spliced
HsaINT0069425,GLE1,251,13.0,5.0,0.0,,50.99602,-0.001824000198394,0.0,12.14,14.445,-0.2508017823089334,,,,,noIR,4,78.125,-0.0769737454484866,0,,1.3054703084844004,1.003147,5.6859884,Spliced
HsaINT1014458,GLG1,5083,26.0,8.0,25.28034625221326,"LINE/L1, SINE/Alu, SINE/MIR, Simple_repeat",40.4879,0.1163246756504663,0.565,44.765,57.55,-0.3624447420803515,,0.164,,,noIR,102,93.71069182389935,-0.953093915130882,0,,0.6579106057489252,1.0209508,4.103831,Spliced
HsaINT0069452,GLG1,5092,26.0,3.0,34.09269442262372,"LTR, SINE/Alu, Simple_repeat",41.10369,0.1220885874184951,0.0,44.765,57.55,-0.3624447420803515,,,,,noIR,95,94.45178335535006,-0.953093915130882,0,,0.8745679057855946,-0.9997751,2.2484279,Spliced
HsaINT0069440,GLG1,74503,26.0,1.0,57.19501228138464,"DNA/PiggyBac, DNA/TcMar-Mariner, DNA/TcMar-Tc2, DNA/TcMar-Tigger, DNA/hAT-Charlie, LINE/L1, LINE/L2, LTR/ERV1, LTR/ERVL, LTR/ERVL-MaLR, Low_complexity, SINE/Alu, SINE/MIR, Simple_repeat",41.801,0.1014677032028217,0.745,44.765,57.55,-0.3624447420803515,,,,,noIR,1883,88.81057268722466,-0.953093915130882,0,,0.979620425793309,-0.29390216,7.270733,Spliced
HsaINT1014457,GLG1,1741,26.0,7.0,60.7696726019529,"SINE/Alu, Simple_repeat",44.34233,0.0554862075649207,0.81,44.765,57.55,-0.3624447420803515,,0.171,,,noIR,91,94.73684210526316,-0.953093915130882,0,,0.8996276148570683,-3.2920384,2.212712,Spliced
HsaINT1014456,GLG1,1619,26.0,6.0,34.71278567016677,SINE/Alu,40.21001,0.1499357222873264,0.0,44.765,57.55,-0.3624447420803515,,,,,noIR,42,92.25589225589223,-0.953093915130882,0,,0.7104228654503967,-4.056403,2.8678792,Spliced
HsaINT0069477,GLI2,1334,10.0,3.0,19.715142428785608,"DNA/TcMar-Tigger, LINE/L2, SINE/MIR",54.72264,-0.2712475617932517,0.195,76.575,16.085,2.2511575258335816,1.842,0.169,0.0917480998914223,-1.0374029212471565,noIR,27,88.94472361809045,,0,,0.1423404050562426,1.4901733,6.767124,Spliced
HsaINT0069470,GLI2,1590,10.0,7.0,22.452830188679247,"SINE/MIR, Simple_repeat",54.46541,-0.3288716165755645,0.715,76.575,16.085,2.2511575258335816,1.842,0.17,0.0922909880564603,-1.0348407044825565,noIR,51,87.45247148288973,,0,,0.4302143763172629,2.647088,6.7230635,Spliced
HsaINT1014476,GLMN,1587,18.0,9.0,63.64209199747952,"LTR/ERVL, SINE/Alu",35.2867,0.2658385875531939,0.0,45.92,39.065,0.2332460278234103,,,,,noIR,26,94.35028248587572,0.290287353855996,1587,14.1949,0.644806034974242,-0.5140334,2.1556492,Spliced
HsaINT0069650,GLRX3,726,10.0,3.0,0.0,,40.90909,-0.0437268971929583,0.905,107.22,211.35,-0.9790600721555084,,0.134,,,noIR,8,71.1864406779661,-0.009377784637344,0,,0.2001178597187847,-0.44392732,2.9420722,Spliced
HsaINT0069652,GLRX3,239,10.0,5.0,0.0,,25.94142,0.0960504183777561,0.865,107.22,211.35,-0.9790600721555084,,0.176,,,noIR,0,,-0.009377784637344,0,,0.2587955363012236,1.484177,0.5244234,Spliced
HsaINT0069674,GLS,2713,17.0,9.0,54.625875414670105,"DNA/hAT-Charlie, LINE/L1, LINE/L2, SINE/MIR",33.94766,0.0875468295734447,0.0,28.05,20.375,0.461200711490353,,,,,noIR,29,95.95959595959596,,0,,1.0282048504622692,1.1586845,2.2688367,Spliced
HsaINT0069671,GLS,5095,17.0,6.0,27.79195289499509,"LINE/L1, SINE/Alu, Simple_repeat",34.60255,0.1203598354222391,0.325,28.05,20.375,0.461200711490353,,0.127,,,noIR,98,95.57661927330174,,0,,0.6708932167267014,0.63371205,0.96156114,Spliced
HsaINT0069673,GLS,88,17.0,8.0,0.0,,30.68182,0.6964137832494988,0.0,28.05,20.375,0.461200711490353,,,,,noIR,0,,,0,,1.2688054209331932,6.690998,3.7242613,Spliced
HsaINT1014525,GLUD1,1367,12.0,10.0,42.282370153621066,SINE/Alu,43.23336,0.123211566665098,0.325,56.56,103.94,-0.8778969388585036,,,,,noIR,63,88.81278538812785,0.492442689434106,0,,1.071120807204769,-1.8192369,3.9504075,Spliced
HsaINT0069842,GLYR1,552,15.0,4.0,39.31159420289855,SINE/MIR,40.94203,0.1134936481402821,0.16,109.48,99.205,0.1421825994393143,,,,,noIR,10,93.42105263157896,1.10721789589944,0,,0.6887484256681793,0.5677462,4.5149217,Spliced
HsaINT0069867,GMDS,154804,10.0,4.0,44.69328957908064,"DNA/TcMar-Mariner, DNA/TcMar-Tc2, DNA/TcMar-Tigger, DNA/hAT-Charlie, DNA/hAT-Tip100, LINE/CR1, LINE/L1, LINE/L2, LINE/RTE-X, LTR/ERV1, LTR/ERVL-MaLR, Low_complexity, SINE/5S-Deu-L2, SINE/Alu, SINE/MIR, SINE/tRNA, SINE/tRNA-RTE, Simple_repeat, Unknown",37.98868,0.0646014545554894,0.0,20.43,38.63,-0.919032473498704,,,,,noIR,2304,90.26496177168468,-1.43190170709411,0,,1.077389503148246,1.8427113,2.3336005,Spliced
HsaINT0069868,GMDS,802,10.0,5.0,3.3665835411471323,Simple_repeat,35.03741,0.5274906376241294,0.845,20.43,38.63,-0.919032473498704,,0.161,,,noIR,16,89.0625,-1.43190170709411,0,,0.1573214936152782,0.894432,3.3707356,Spliced
HsaINT0069869,GMDS,29636,10.0,6.0,40.09987852611688,"DNA/TcMar-Tigger, DNA/hAT-Charlie, LINE/L1, LINE/L2, LTR/ERVL-MaLR, LTR/Gypsy, Low_complexity, SINE/Alu, SINE/MIR, Simple_repeat, Unknown",38.86489,0.0205282267991746,0.615,20.43,38.63,-0.919032473498704,,,,,noIR,581,88.97388551833289,-1.43190170709411,0,,0.7119669378034783,0.2552847,2.6240332,Spliced
HsaINT0069866,GMDS,1588,10.0,3.0,14.987405541561714,SINE/MIR,37.53149,0.0114089483854424,0.0,20.43,38.63,-0.919032473498704,,,,,noIR,18,89.05109489051095,-1.43190170709411,0,,0.2543522119741435,0.1790473,2.5523887,Spliced
HsaINT1014561,GMEB1,3430,9.0,9.0,68.2798833819242,"LTR/ERVL, SINE/Alu, SINE/MIR",44.31487,0.032816564757438,0.39,20.17,13.07,0.6259519428175284,12.0,,,,noIR,90,94.94584837545126,-0.282284546165908,3430,43.3535,0.8435775278381821,1.80235,3.2981536,Spliced
HsaINT0069968,GMPS,2848,15.0,10.0,51.08848314606742,"LINE/L1, SINE/Alu, SINE/MIR, Simple_repeat",36.76264,0.0942033717226731,0.0,23.785,46.88,-0.9789205444597936,,,,,noIR,32,93.22033898305084,-0.31916368750682,0,,0.6372670841627208,-1.0707564,1.1550611,Spliced
HsaINT0069980,GMPS,1448,15.0,8.0,65.95303867403315,"SINE/Alu, Simple_repeat",43.23204,0.0662142366922152,0.23,23.785,46.88,-0.9789205444597936,,,,,noIR,44,95.23809523809524,-0.31916368750682,0,,1.3640397129210242,-0.4303606,1.3075404,Spliced
HsaINT1014569,GMPS,1291,15.0,14.0,66.15027110766847,"DNA/TcMar-Tigger, SINE/Alu",39.50426,0.0217984492718169,0.81,23.785,46.88,-0.9789205444597936,,,,,noIR,22,90.3030303030303,-0.31916368750682,0,,0.8672259558813398,-0.04283169,2.1792521,Spliced
HsaINT0070053,GNAQ,106390,6.0,2.0,33.733433593382834,"DNA, DNA/TcMar-Tigger, DNA/hAT, DNA/hAT-Blackjack, DNA/hAT-Charlie, DNA/hAT-Tip100, LINE/CR1, LINE/L1, LINE/L2, LINE/RTE-BovB, LTR/ERV1, LTR/ERVL-MaLR, Low_complexity, SINE/Alu, SINE/MIR, Simple_repeat",39.4069,0.0721453158860175,0.905,54.86,39.66,0.4680699446194296,,,,,noIR,1580,89.92119089316988,-1.00968935386242,0,,0.9174597540893676,2.2974758,1.7654024,Spliced
HsaINT1014578,GNAQ,2927,6.0,4.0,18.48308848650496,"SINE/Alu, SINE/MIR, Simple_repeat",36.59037,0.0794251532296561,0.0,54.86,39.66,0.4680699446194296,,,,,noIR,68,87.79264214046823,-1.00968935386242,0,,0.4970172071962226,-0.0888147,1.8123065,Spliced
HsaINT0070065,GNAS,86,12.0,4.0,0.0,,54.65116,0.1087647104635834,0.74,362.87,447.85,-0.3035628181461074,,0.131,,,noIR,6,95.0,1.01919461287691,0,,1.7441556502076858,7.406054,5.995058,Spliced
HsaINT0070104,GNB1,13690,11.0,2.0,53.82030679327977,"DNA/TcMar-Tigger, DNA/hAT-Charlie, LINE/L1, SINE/Alu, SINE/MIR, Simple_repeat",45.37619,-0.0939901382545336,0.55,156.09,253.395,-0.6990099442964941,,,,,noIR,503,95.04977132095776,,0,,0.7334161581738041,-2.383621,4.044196,Spliced
HsaINT0070111,GNB1,1125,11.0,9.0,26.75555555555556,SINE/Alu,52.08889,-0.3217411041013263,0.655,156.09,253.395,-0.6990099442964941,,,,,noIR,45,95.0,,0,,0.7520767126593704,2.1738098,5.303156,Spliced
HsaINT1014619,GNL1,139,11.0,3.0,0.0,,49.64029,0.1041521773854122,0.215,26.88,21.07,0.351342823961454,12.0,,,,noIR,2,70.0,,0,,1.4721539935267909,5.432633,5.7942076,Spliced
HsaINT0070300,GNPDA1,958,6.0,6.0,32.35908141962422,SINE/Alu,43.00626,-0.0910292595968938,0.85,45.55,75.0,-0.7194395415811927,12.0,0.171,0.01425,-1.846185135655471,noIR,16,88.17204301075269,1.08907010345915,0,,0.7978120402896067,1.2511655,3.5135682,Spliced
HsaINT0070318,GNPTAB,983,20.0,15.0,30.51881993896236,SINE/Alu,40.4883,-0.0077942985778839,0.845,23.085,19.485,0.2445918008803292,,,,,noIR,20,98.24561403508773,-0.297046384003805,0,,0.6147432856026391,-3.6672907,2.816595,Spliced
HsaINT0070313,GNPTAB,1860,20.0,10.0,17.849462365591396,SINE/Alu,41.07527,-0.0851597635201571,0.98,23.085,19.485,0.2445918008803292,,,,,noIR,26,93.45794392523364,-0.297046384003805,0,,0.3203811743416567,-3.0001175,2.887086,Spliced
HsaINT0070369,GOLGA1,130,22.0,17.0,0.0,,63.84615,-0.0539999979714206,0.98,15.945,4.52,1.8187094198370728,,,,,noIR,6,84.21052631578948,0.983134950492983,0,,0.5657260521760803,6.050927,6.834929,Spliced
HsaINT0070436,GOLGA3,137,22.0,13.0,33.57664233576642,Simple_repeat,65.69343,0.1741838194224435,0.565,47.645,13.675,1.800783988594985,,,,,noIR,8,92.3076923076923,1.03056794226354,0,,0.6480053047992408,6.409523,7.3609023,Spliced
HsaINT0070449,GOLGA3,2154,22.0,5.0,4.596100278551532,DNA/TcMar-Tigger,57.33519,-0.6723385960225615,0.575,47.645,13.675,1.800783988594985,,,,,noIR,143,94.37340153452683,1.03056794226354,0,,0.3063975531906233,3.2382839,6.5763893,Spliced
HsaINT0070466,GOLGA4,502,23.0,18.0,64.14342629482071,SINE/Alu,42.43028,0.056716567545315,0.0,46.38,32.295,0.5221919997576137,,,,,noIR,6,90.3225806451613,,0,,1.4767047390994714,-3.2560978,2.222092,Spliced
HsaINT0070476,GOLGA4,1009,23.0,6.0,63.52824578790882,"DNA/TcMar-Tigger, SINE/Alu",36.07532,0.0135486131323324,0.705,46.38,32.295,0.5221919997576137,,,,,noIR,14,90.8256880733945,,0,,0.8913555777487399,-2.1411238,1.9811465,Spliced
HsaINT0070469,GOLGA4,6993,23.0,20.0,68.02516802516803,"LINE/L1, SINE/Alu, rRNA",38.69584,0.1049924199787232,0.8,46.38,32.295,0.5221919997576137,,,,,noIR,136,94.35084241823589,,0,,1.060946464958764,1.4890957,0.8308612,Spliced
HsaINT0070478,GOLGA4,267,23.0,8.0,0.0,,35.58052,0.4213571431018111,0.0,46.38,32.295,0.5221919997576137,,,,,noIR,3,100.0,,0,,0.7590166252929718,0.78843576,1.9266893,Spliced
HsaINT0070460,GOLGA4,2536,23.0,12.0,16.798107255520506,"SINE/Alu, SINE/MIR",35.13407,0.1783360943634933,0.78,46.38,32.295,0.5221919997576137,,,,,noIR,40,96.08938547486034,,0,,0.5414858144342842,-0.013214525,4.1157813,Spliced
HsaINT0070462,GOLGA4,590,23.0,14.0,19.661016949152543,Simple_repeat,32.71186,0.0760033966521598,0.625,46.38,32.295,0.5221919997576137,,,,,noIR,2,92.85714285714286,,0,,1.221237039652168,-0.46532315,0.56307983,Spliced
HsaINT0070463,GOLGA4,425,23.0,15.0,0.0,,32.23529,0.2835801924885808,0.0,46.38,32.295,0.5221919997576137,,,,,noIR,0,,,0,,0.8733596181027321,1.8527188,2.0143356,Spliced
HsaINT0070467,GOLGA4,2389,23.0,19.0,60.02511511092507,"LINE/L1, SINE/Alu",34.28213,-0.0193609707374351,0.0,46.38,32.295,0.5221919997576137,,,,,noIR,35,97.02970297029702,,0,,1.0567168571535863,0.7397231,1.7784543,Spliced
HsaINT0070477,GOLGA4,2613,23.0,7.0,61.50019135093762,"DNA/hAT-Tip100, LTR/ERV1, SINE/Alu",41.9824,0.020694869666704,0.65,46.38,32.295,0.5221919997576137,,,,,noIR,69,94.25837320574162,,0,,0.756078392425538,-3.0229542,2.84139,Spliced
HsaINT0070694,GOLGB1,254,21.0,16.0,0.0,,39.76378,0.1833043499673043,0.0,30.325,17.68,0.778389370616441,,,,,noIR,6,95.83333333333331,,0,,0.7422833842638425,0.11191746,4.185238,Spliced
HsaINT0070690,GOLGB1,882,21.0,12.0,0.0,,30.72562,0.260421112507199,0.0,30.325,17.68,0.778389370616441,,,,,noIR,4,89.1891891891892,,0,,0.4125259563110736,0.3816105,1.8123587,Spliced
HsaINT0070701,GOLGB1,524,21.0,3.0,57.44274809160305,SINE/Alu,41.60305,0.1632963658168459,0.0,30.325,17.68,0.778389370616441,,,,,noIR,6,90.9090909090909,,0,,1.3220886760994237,-2.2561772,3.3590958,Spliced
HsaINT0070706,GOLGB1,1248,21.0,8.0,34.05448717948718,"DNA/TcMar-Tigger, LINE/L2",36.53846,0.1139550918879199,0.0,30.325,17.68,0.778389370616441,,,,,noIR,10,91.76470588235294,,0,,1.0512173095038204,1.3187193,2.9423096,Spliced
HsaINT0070703,GOLGB1,4534,21.0,5.0,91.88354653727392,"DNA/hAT-Charlie, LINE/L1, LTR/ERVL-MaLR, SINE/Alu",38.57521,0.0828371954093433,0.0,30.325,17.68,0.778389370616441,,,,,noIR,38,83.92156862745098,,0,,1.4651914269058468,-0.35903946,2.692891,Spliced
HsaINT0070691,GOLGB1,1159,21.0,13.0,25.625539257981018,SINE/Alu,37.53236,0.1099749561795315,0.76,30.325,17.68,0.778389370616441,,,,,noIR,16,89.0909090909091,,0,,1.235178822587219,1.9378453,2.332279,Spliced
HsaINT0070712,GOLIM4,333,15.0,13.0,0.0,,43.84384,0.1568403603626185,0.575,24.63,32.155,-0.3846264616398068,12.0,,,,noIR,10,79.16666666666667,-2.15774431419983,0,,0.7628125702619932,2.3100426,3.0567276,Spliced
HsaINT0070708,GOLIM4,46733,15.0,1.0,42.22712002225408,"DNA, DNA/TcMar-Tc2, DNA/TcMar-Tigger, DNA/hAT, DNA/hAT-Charlie, LINE/CR1, LINE/L1, LINE/L2, LTR/ERV1, LTR/ERVL-MaLR, LTR/Gypsy?, Low_complexity, SINE/Alu, SINE/MIR, SINE/tRNA-RTE, Simple_repeat",37.66075,0.05777392361362,0.0,24.63,32.155,-0.3846264616398068,12.0,,,,noIR,630,81.75304513971818,-2.15774431419983,0,,0.5565783199314482,-0.42588145,6.8699646,Spliced
HsaINT0070730,GOLM1,1972,9.0,8.0,16.430020283975658,"SINE/Alu, Simple_repeat",47.9716,-0.3359335374019407,0.515,97.6,130.275,-0.4166072018686629,,,,,noIR,74,87.67395626242545,,0,,0.5299422453014238,1.9725721,6.0266623,Spliced
HsaINT0070758,GON4L,8492,15.0,10.0,85.16250588789448,"LINE/L1, LINE/L2, SINE/Alu, Simple_repeat",42.00424,0.0376749506584151,0.76,63.52,16.53,1.942124187850644,9.586,,,,noIR,219,92.71307742355238,0.980131042166885,8492,12.9987,0.9175617240932386,0.44659021,1.9967535,Spliced
HsaINT0070770,GON4L,737,15.0,4.0,51.56037991858887,LINE/RTE-BovB,36.22795,0.1136603258113926,0.54,63.52,16.53,1.942124187850644,9.586,,,,noIR,10,96.93877551020408,0.980131042166885,0,,0.6847757488021424,0.06866084,3.4353995,Spliced
HsaINT0070813,GOSR2,1514,6.0,2.0,2.642007926023778,Simple_repeat,38.63937,0.6114249840004509,0.59,27.44,35.07,-0.3539569490800001,,,,,noIR,24,94.3661971830986,,1514,2219.3,1.359123048428304,-0.39105645,4.177331,Spliced
HsaINT0070819,GOT1,276,8.0,4.0,0.0,,46.73913,0.1246872732483527,0.0,41.65,60.28,-0.5333629213449141,,,,,noIR,0,,0.454595597408747,276,27.9573,0.879488073546697,0.89013743,5.3174486,Spliced
HsaINT0087101,GPALPP1,4733,7.0,6.0,42.00295795478555,"LINE/L1, SINE/Alu, SINE/MIR",36.99556,0.0638377008621279,0.0,23.84,19.36,0.3003052831875671,,,,,noIR,92,94.8148148148148,-0.0177426835075196,0,,1.1768517442547397,2.1039474,1.6951088,Spliced
HsaINT0070884,GPAM,328,21.0,10.0,7.926829268292683,Simple_repeat,32.0122,-0.040957186232956,0.0,17.23,14.08,0.2912753675876508,,,,,noIR,2,90.47619047619048,-0.0551218373463828,328,104.485,1.5725507153252865,0.8942453,1.9934722,Spliced
HsaINT0005621,GPAT4,169,12.0,3.0,0.0,,53.84615,-0.03413095198422,0.365,56.95,34.73,0.7135134312133826,4.704,,,,noIR,6,96.7741935483871,0.995662055159854,0,,0.9451316199362414,5.4670095,6.4502654,Spliced
HsaINT0005616,GPAT4,20013,12.0,1.0,65.75725778244141,"DNA/hAT-Charlie, LINE/CR1, LINE/L1, LINE/L2, LTR, LTR/ERV1, SINE/Alu, SINE/MIR, Simple_repeat",42.7622,0.0106345692441411,0.58,56.95,34.73,0.7135134312133826,4.704,,,,noIR,584,83.97673188789001,0.995662055159854,0,,0.7906708453566443,0.020684293,8.14093,Spliced
HsaINT0070972,GPATCH8,4467,7.0,7.0,72.01701365569734,"LINE/L1, Low_complexity, SINE/Alu, SINE/MIR",43.07141,0.01856538301813,0.405,46.4,33.535,0.4684572033001687,,,,,noIR,128,94.78168264110757,-0.614892913329707,0,,1.1790015164476335,-3.4017346,2.6930966,Spliced
HsaINT0070982,GPBP1,4644,12.0,5.0,59.862187769164514,"DNA/TcMar-Tigger, LTR/ERV1, LTR/ERVL-MaLR, SINE/Alu, SINE/MIR, Simple_repeat",37.8553,0.0660081841858688,0.52,50.115,54.92,-0.1320891420909741,,,,,noIR,56,92.70588235294116,-0.338891782718631,0,,0.6984848908140173,-3.3299828,2.263881,Spliced
HsaINT1014698,GPBP1,1236,12.0,1.0,0.0,,52.91262,0.1805838063217865,0.95,50.115,54.92,-0.1320891420909741,,,,,noIR,106,4.66321243523316,-0.338891782718631,0,,0.5580371619402671,-0.41329876,7.7138667,Spliced
HsaINT0070996,GPBP1L1,360,11.0,4.0,0.0,,34.72222,0.1915877448968215,0.335,132.27,71.425,0.8889848465131696,,0.254,,,noIR,6,97.95918367346938,-0.0642496034495863,360,11.4834,0.8569243484852612,-0.06922715,3.603651,Spliced
HsaINT0071023,GPC3,7400,7.0,4.0,30.17567567567568,"DNA/hAT-Charlie, DNA?, LINE/L1, LINE/L2, LTR/ERVL-MaLR, SINE/Alu, Simple_repeat",39.44595,0.436891471639741,0.0,19.28,57.825,-1.5845883092935913,,,,,noIR,80,79.61672473867596,-1.27378121302153,0,,0.8485631809091349,1.8640556,0.6623629,Spliced
HsaINT0071022,GPC3,53453,7.0,3.0,54.296297682075846,"DNA/TcMar-Tigger, DNA/hAT-Charlie, LINE/CR1, LINE/L1, LINE/L2, LTR, LTR/ERV1, LTR/ERVL, LTR/ERVL-MaLR, Low_complexity, SINE/Alu, SINE/MIR, Simple_repeat",38.15689,0.2804050733625191,0.0,19.28,57.825,-1.5845883092935913,,,,,noIR,596,90.23834196891193,-1.27378121302153,0,,1.0132819874242178,2.5392985,2.9296556,Spliced
HsaINT0071021,GPC3,32063,7.0,1.0,32.53594485855971,"DNA/TcMar, DNA/TcMar-Tigger, DNA/hAT-Blackjack, DNA/hAT-Charlie, DNA?, DNA?/PiggyBac?, LINE/CR1, LINE/L1, LINE/L2, LTR/ERVL, LTR/ERVL-MaLR, Low_complexity, SINE/Alu, SINE/MIR, Simple_repeat",40.28631,0.6127914665324712,0.0,19.28,57.825,-1.5845883092935913,,,,,noIR,525,64.22413793103448,-1.27378121302153,0,,0.869733453278251,1.995777,9.025209,Spliced
HsaINT0071029,GPC4,14646,8.0,2.0,22.83900040966817,"DNA/TcMar-Tigger, DNA/hAT-Charlie, DNA/hAT-Tag1, LINE/CR1, LINE/L1, LINE/L2, Low_complexity, SINE/Alu, SINE/MIR, SINE/tRNA-RTE, Simple_repeat",38.70681,0.3300365309200299,0.48,64.985,166.615,-1.3583396341596623,,0.128,,,noIR,177,91.53543307086616,,0,,0.6881348777707685,-0.26349026,3.5283666,Spliced
HsaINT0071035,GPC4,96,8.0,8.0,0.0,,31.25,0.0357684182211462,0.965,64.985,166.615,-1.3583396341596623,,,,,noIR,2,93.75,,0,,1.968763812055776,6.1799793,4.4080915,Spliced
HsaINT1014713,GPCPD1,3675,19.0,11.0,40.326530612244895,"DNA/TcMar-Tc2, SINE/Alu, Simple_repeat",40.19048,0.0206178563636072,0.0,13.48,6.78,0.9914633180455146,,,,,noIR,65,90.37037037037037,0.40805126138467,0,,1.1027652458625723,-1.5366608,2.4172719,Spliced
HsaINT1014714,GPCPD1,2586,19.0,12.0,22.273781902552205,"LINE/L1, Low_complexity, SINE/Alu, Simple_repeat",37.04563,0.0599969051505404,0.0,13.48,6.78,0.9914633180455146,,,,,noIR,32,86.7704280155642,0.40805126138467,0,,1.54929216171229,0.5762752,0.36061007,Spliced
HsaINT0071052,GPCPD1,1443,19.0,10.0,25.848925848925848,"SINE/Alu, SINE/MIR",40.05544,0.0505804438565388,0.0,13.48,6.78,0.9914633180455146,,,,,noIR,24,94.02173913043478,0.40805126138467,0,,0.6278691719985428,0.55767995,2.2057796,Spliced
HsaINT0071091,GPD2,548,16.0,11.0,0.0,,39.9635,0.4476508245325836,0.0,12.28,22.83,-0.8946202988545222,,,,,noIR,6,86.48648648648648,,0,,0.3900527513286529,0.48980471,3.9389784,Spliced
HsaINT0071099,GPD2,1299,16.0,4.0,16.474210931485757,"LINE/RTE-BovB, SINE/MIR",36.41263,1.1208243449093007,0.0,12.28,22.83,-0.8946202988545222,,,,,noIR,5,70.0,,0,,0.3607348131452655,2.3266659,1.6449078,Spliced
