,GENE,LENGTH,Total_Introns,Intron_Position,Repeat_Percentage,Repeat_Types,GC_Content,phylop_mean,PIR_Nuc_baseline,TPM_Nuc_baseline,TPM_Cyt_baseline,Nuclear_Enrichment,hl_gated_gwise,hl_gated_intwise,hl_gated_intwise_scaled,hl_gated_intwise_scaled_logged,stability,CpG_total,CpG_methylated_perc,Speckle_Enrichment,ssDRIP_peaks,ssDRIP_qValue,ssDRIP_cov,UMAP1_HLrev,UMAP2_HLrev,class_hls
HsaINT0005486,AGBL5,570,15.0,4.0,0.0,,45.4385964912281,0.1951616874438512,10.625,30.695,26.78,0.1968477091780264,9.942,5.405,0.5436531884932609,-0.2646780605136512,noIR,8,90.9090909090909,1.7676009038341,0,,0.5726950747845789,9.127019,5.850595,LL-RIs
HsaINT1003172,AGER,166,10.0,3.0,0.0,,50.0,0.357327276692641,17.25,127.67,2.19,5.8653448791634375,9.811,6.269,0.6389766588523087,-0.1945150058741305,noIR,1,100.0,,0,,1.426502398081586,8.521892,7.0923266,LL-RIs
HsaINT1003173,AGER,122,10.0,4.0,18.852459016393443,Simple_repeat,51.6393442622951,-0.0723305806529146,18.05,127.67,2.19,5.8653448791634375,9.811,5.175,0.5274691672612374,-0.2778029215841341,noIR,4,75.0,,0,,1.481955995975416,5.345073,7.544941,LL-RIs
HsaINT1003170,AGER,111,10.0,10.0,0.0,,61.2612612612613,0.1636363685808398,16.28,127.67,2.19,5.8653448791634375,9.811,0.259,0.026398939965345,-1.5784135116318376,noIR,10,100.0,,0,,2.4556935093369208,4.7048693,9.657692,SL-RIs
HsaINT0005615,AGPAT5,1988,7.0,7.0,24.64788732394366,"DNA/TcMar-Tigger, SINE/Alu",38.0784708249497,0.0185188731414987,22.205,56.32,84.565,-0.5864133462215901,12.0,10.553,0.8794166666666667,-0.0558053079080623,noIR,49,95.8217270194986,,0,,0.5346164165425813,12.873664,4.3205266,LL-RIs
HsaINT0006076,AIM1L,3898,18.0,16.0,63.95587480759364,"DNA/hAT-Charlie, SINE/Alu, SINE/MIR, Simple_repeat",47.1523858388917,0.1529486787207972,25.705,12.01,5.94,1.015701314904868,12.0,6.78,0.5650000000000001,-0.2479515521805614,noIR,133,91.3135593220339,,0,,0.9746353854834026,10.319268,8.383418,LL-RIs
HsaINT0006099,AIMP2,5647,3.0,1.0,69.15176199752081,"LINE/L1, LINE/L2, SINE/Alu, Simple_repeat",46.343191074907,-0.0431117605280602,15.865,58.74,107.155,-0.8672839989488718,3.728,6.811,1.8269849785407724,0.2617349766006649,noIR,223,68.50519584332534,-0.402543899301745,0,,0.901929734042105,12.158436,7.809954,LL-RIs
HsaINT0083890,AJUBA,478,7.0,7.0,7.322175732217573,Low_complexity,49.581589958159,0.102595386542946,26.24,37.785,20.025,0.9160113801593248,12.0,0.136,0.0113333333333333,-1.9456423376774072,noIR,2,100.0,,0,,0.9281827077987864,9.706477,7.484184,SL-RIs
HsaINT1003369,AKTIP,93,9.0,7.0,0.0,,24.7311827956989,0.3475434763012859,25.935,22.845,16.875,0.4369909403828927,5.77,0.261,0.0452339688041594,-1.3445353058174505,noIR,0,,1.82139883027121,0,,1.5836507214990954,4.065669,6.8287377,SL-RIs
HsaINT1003368,AKTIP,79,9.0,6.0,0.0,,39.2405063291139,0.4208076916491756,29.72,22.845,16.875,0.4369909403828927,5.77,0.153,0.0265164644714038,-1.5764843823381325,noIR,6,83.33333333333333,1.82139883027121,0,,1.6604758040430587,3.998876,7.288569,SL-RIs
HsaINT1003365,AKTIP,3064,9.0,3.0,32.89817232375979,"LINE/CR1, SINE/Alu, Simple_repeat",45.5939947780679,-0.0170600714019161,22.235,22.845,16.875,0.4369909403828927,5.77,0.24,0.0415944540727903,-1.3809645714441254,noIR,80,91.69611307420494,1.82139883027121,0,,0.5279719920725578,11.189646,5.531646,SL-RIs
HsaINT0006629,ALAD,495,11.0,3.0,54.94949494949495,LINE/CR1,58.3838383838384,0.0415566812878802,27.48,22.56,8.93,1.3370349872775706,12.0,0.238,0.0198333333333333,-1.7026042889911128,noIR,22,95.8762886597938,2.42094013057511,0,,0.6396422579649135,9.975321,9.268026,SL-RIs
HsaINT0006635,ALAD,74,11.0,9.0,0.0,,58.1081081081081,0.4783150650662918,22.66,22.56,8.93,1.3370349872775706,12.0,0.126,0.0105,-1.978810700930062,noIR,0,,2.42094013057511,0,,1.1717874721852917,3.3386323,9.117499,SL-RIs
HsaINT0006626,ALAD,331,11.0,10.0,0.0,,58.6102719033233,-0.0488545464648103,16.87,22.56,8.93,1.3370349872775706,12.0,0.27,0.0225,-1.6478174818886375,noIR,14,83.07692307692308,2.42094013057511,0,,0.5021900675424569,8.480596,9.073722,SL-RIs
HsaINT0006642,ALAS1,680,11.0,5.0,44.55882352941177,SINE/Alu,43.0882352941177,0.0388409433754734,13.675,25.945,32.58,-0.328530067986769,4.277,0.131,0.0306289455225625,-1.5138679546010467,noIR,10,93.81443298969072,0.434401635952001,0,,0.5167256557491732,13.764165,5.625015,SL-RIs
HsaINT0006645,ALAS1,1331,11.0,8.0,73.55371900826447,"LINE/L1, SINE/Alu",45.6799398948159,0.0703398503003382,21.84,25.945,32.58,-0.328530067986769,4.277,7.337,1.715454758007949,0.2343792688179629,noIR,62,97.12793733681464,0.434401635952001,0,,1.2754618943774805,14.100093,5.601491,LL-RIs
HsaINT0006638,ALAS1,1599,11.0,11.0,52.34521575984991,"LINE/L1, SINE/Alu",45.6535334584115,-0.1761095127451714,21.395,25.945,32.58,-0.328530067986769,4.277,4.427,1.0350713116670562,0.0149702717220368,noIR,46,97.8021978021978,0.434401635952001,0,,0.65789020367903,13.65905,4.928614,LL-RIs
HsaINT0006677,ALCAM,2603,15.0,11.0,3.726469458317326,LINE/L2,35.3438340376489,0.1916571863658771,19.215,32.51,34.185,-0.0724798692960977,12.0,0.135,0.01125,-1.9488474775526188,noIR,22,89.0909090909091,-1.37417490060979,0,,0.6152817727246475,11.368311,4.951622,SL-RIs
HsaINT0006685,ALCAM,972,15.0,5.0,51.33744855967078,DNA/hAT-Charlie,40.7407407407407,0.2794809464473626,11.845,32.51,34.185,-0.0724798692960977,12.0,0.135,0.01125,-1.9488474775526188,noIR,14,85.0,-1.37417490060979,0,,0.3073069587992161,11.8654785,5.451224,SL-RIs
HsaINT0006679,ALCAM,285,15.0,13.0,0.0,,32.6315789473684,1.0696901408963653,11.755,32.51,34.185,-0.0724798692960977,12.0,0.165,0.01375,-1.8616973018337184,noIR,2,100.0,-1.37417490060979,0,,0.7223858595763024,12.556892,4.168882,SL-RIs
HsaINT0006861,ALDH4A1,811,14.0,12.0,26.26387176325524,SINE/MIR,58.6929716399507,-0.3500086400975519,21.935,55.55,23.69,1.229508713036223,12.0,0.238,0.0198333333333333,-1.7026042889911128,noIR,25,76.81159420289855,2.03011518729191,0,,0.2033936138500758,9.5213375,10.14419,SL-RIs
HsaINT0006864,ALDH4A1,2850,14.0,3.0,63.85964912280702,"DNA/hAT-Charlie, LINE/L2, LINE/RTE-X, LTR/ERV1, SINE/Alu, SINE/MIR",54.5964912280702,-0.1468006307562805,20.57,55.55,23.69,1.229508713036223,12.0,0.251,0.0209166666666666,-1.6795075245665867,noIR,140,93.8284518828452,2.03011518729191,0,,0.2616084094793947,8.786537,7.2764926,SL-RIs
HsaINT0006859,ALDH4A1,160,14.0,10.0,0.0,,71.875,0.551584905810045,26.595,55.55,23.69,1.229508713036223,12.0,0.14,0.0116666666666666,-1.9330532103693867,noIR,18,95.34883720930232,2.03011518729191,0,,0.567922648298871,7.644655,10.513421,SL-RIs
HsaINT0007033,ALG3,2932,8.0,1.0,79.33151432469305,"LINE/L2, SINE/Alu, SINE/MIR, Simple_repeat",48.0559345156889,0.0755417941293686,10.21,65.545,72.94,-0.1542244688125316,4.764,2.351,0.4934928631402183,-0.3067191236858005,noIR,121,76.8882175226586,1.56453396878265,0,,0.9624729778867958,10.180138,10.245973,LL-RIs
HsaINT0007038,ALG3,160,8.0,6.0,0.0,,51.875,0.2746415059785095,14.26,65.545,72.94,-0.1542244688125316,4.764,0.141,0.0295969773299748,-1.5287526401553602,noIR,0,,1.56453396878265,0,,0.8985160926565426,10.970978,8.258512,SL-RIs
HsaINT0007043,ALG5,389,9.0,2.0,0.0,,38.560411311054,0.0787603077670732,11.25,18.385,39.15,-1.0904831309751064,5.291,0.113,0.0213570213570213,-1.6704593180486371,noIR,6,89.79591836734694,0.19515348112948,0,,0.4817347232846897,12.274698,5.5851755,SL-RIs
HsaINT0007066,ALG8,12057,12.0,1.0,87.8991457244754,"DNA/TcMar-Tigger, DNA/hAT-Charlie, LINE/L1, LINE/L2, Low_complexity, SINE/Alu, SINE/MIR, snRNA",43.4353487600564,0.0485389016682951,21.235,57.455,91.85,-0.6768472730027411,12.0,8.377,0.6980833333333334,-0.1560927306052255,noIR,327,81.01321585903084,0.096149627980804,0,,0.863710851581192,11.941499,6.1306286,LL-RIs
HsaINT0007141,ALKBH5,1248,3.0,3.0,43.26923076923077,"LINE/L2, SINE/Alu",51.2019230769231,-0.1419703279666336,13.175,28.815,62.505,-1.1171515810370216,4.565,0.174,0.0381161007667031,-1.418891533587718,noIR,41,92.78350515463916,-1.72007670471093,0,,0.8202673986765133,10.352006,10.252957,SL-RIs
HsaINT1003538,AMBRA1,45327,16.0,1.0,64.38105323537847,"DNA/hAT-Charlie, LINE/CR1, LINE/L1, LINE/L2, LINE/RTE-BovB, LTR/ERV1, LTR/ERVL-MaLR, Retroposon/SVA, SINE/Alu, SINE/MIR, Simple_repeat",42.6633132569991,0.1172785308770814,14.145,18.955,18.0,0.0745815499536068,3.352,2.421,0.7222553699284009,-0.141309220516506,noIR,1202,90.12726571538758,-0.0225083291075022,3307,2.0514,1.1005125690150457,12.2782545,7.7610984,LL-RIs
HsaINT0007574,AMDHD2,157,9.0,4.0,0.0,,70.7006369426752,0.2047435911969305,22.97,225.18,12.575,4.162448390915243,9.572,0.242,0.0252820727120768,-1.5971873239609684,noIR,3,75.0,5.0846787100439,0,,0.8411045981845676,7.8099837,10.393267,SL-RIs
HsaINT0007691,AMOTL2,4009,9.0,5.0,19.68071838363682,"DNA/hAT-Charlie, LINE/L2, Low_complexity, SINE/MIR",54.7019206784734,-0.1700279436644597,18.125,47.29,31.97,0.5648163976772841,4.41,0.137,0.0310657596371882,-1.5077180223114317,noIR,124,46.507936507936506,1.26484208151876,0,,0.59869238760047,10.612457,10.066429,SL-RIs
HsaINT0007693,AMOTL2,602,9.0,7.0,0.0,,57.9734219269103,-0.0967454233810386,12.215,47.29,31.97,0.5648163976772841,4.41,0.167,0.0378684807256235,-1.4217221183202553,noIR,10,90.47619047619048,1.26484208151876,0,,0.3856245537159638,9.877873,8.580183,SL-RIs
HsaINT0007694,AMOTL2,563,9.0,8.0,0.0,,47.9573712255773,-0.2089822059130591,12.5,47.29,31.97,0.5648163976772841,4.41,0.167,0.0378684807256235,-1.4217221183202553,noIR,3,90.9090909090909,1.26484208151876,0,,0.437964160001851,9.586465,7.6681786,SL-RIs
HsaINT0007717,AMPD2,305,17.0,14.0,0.0,,59.344262295082,-0.2024539476272031,24.595,141.56,18.43,2.9412856907945173,7.844,0.245,0.0312340642529321,-1.505371500631214,noIR,6,95.23809523809524,3.36245897784918,0,,0.8556189512421508,8.18832,6.826924,SL-RIs
HsaINT0007718,AMPD2,316,17.0,15.0,0.0,,61.3924050632911,-0.2561396848399281,25.97,141.56,18.43,2.9412856907945173,7.844,0.138,0.017593064762876,-1.75465849859451,noIR,6,94.44444444444444,3.36245897784918,0,,0.8350217012112834,6.8673167,7.941423,SL-RIs
HsaINT1003565,AMZ2,1482,6.0,1.0,37.449392712550605,SINE/Alu,42.6450742240216,0.007690749953282,18.155,41.285,39.995,0.0457980533700826,8.477,4.093,0.4828359089300459,-0.3162004385120395,noIR,24,92.71844660194176,0.470795793562678,0,,0.9296437370757036,12.679571,4.886225,LL-RIs
HsaINT0007811,AMZ2,323,6.0,2.0,0.0,,34.984520123839,0.234655278992278,20.7,41.285,39.995,0.0457980533700826,8.477,0.251,0.0296095316739412,-1.528568461676271,noIR,10,98.7012987012987,0.470795793562678,0,,0.653712237128582,12.944255,4.55522,SL-RIs
HsaINT1003604,ANAPC1,1983,46.0,42.0,21.43217347453353,"LINE/L1, Simple_repeat",34.7453353504791,-0.0239078476165032,10.245,61.93,51.725,0.2597767059701549,10.156,0.136,0.013391098857818,-1.873183783831467,noIR,25,88.88888888888889,0.617940844555451,0,,0.7097516998321346,13.118627,3.7912617,SL-RIs
HsaINT1003584,ANAPC1,968,46.0,24.0,10.950413223140496,SINE/Alu,35.8471074380165,0.2238159268276309,22.945,61.93,51.725,0.2597767059701549,10.156,0.244,0.0240252067743205,-1.619332865862955,noIR,12,97.36842105263158,0.617940844555451,0,,0.6539508105295904,11.968329,3.944568,SL-RIs
HsaINT1003580,ANAPC1,5430,46.0,20.0,79.79742173112339,"LINE/L1, Low_complexity, SINE/Alu",38.3057090239411,-0.0135214585019815,20.26,61.93,51.725,0.2597767059701549,10.156,4.417,0.4349153209925167,-0.3615952929432935,noIR,127,90.89820359281435,0.617940844555451,0,,1.0183491525762032,13.168264,5.4763923,LL-RIs
HsaINT0007869,ANAPC10,68968,4.0,4.0,72.43794223407957,"DNA/TcMar-Mariner, DNA/TcMar-Tigger, DNA/hAT-Charlie, LINE/L1, LINE/L2, LINE/RTE-X, LTR/ERV1, LTR/ERVL, LTR/ERVL-MaLR, Low_complexity, RNA, SINE/Alu, SINE/MIR, Simple_repeat",37.968333140007,0.189686894087959,24.33,15.92,22.085,-0.4722264964965044,3.736,0.146,0.0390792291220556,-1.4080540117736189,noIR,898,91.45354483651668,,4828,7.50978,1.0187905327594249,13.120794,3.1720858,SL-RIs
HsaINT0007895,ANAPC4,1383,28.0,10.0,44.32393347794649,"LTR/ERVL-MaLR, SINE/Alu",38.9009399855387,0.0676816197634639,26.125,172.2,34.125,2.335184191589629,2.154,1.888,0.8765088207985143,-0.0572437089999126,noIR,34,89.93288590604027,1.12189911003856,0,,0.2902960826890046,13.306131,3.8495958,LL-RIs
HsaINT0008095,ANK2,8415,45.0,23.0,23.196672608437314,"DNA/TcMar-Tigger, LINE/L2, SINE/Alu, SINE/MIR, Simple_repeat",36.9221628045157,0.0606657549471988,11.98,52.175,9.56,2.4482761720664485,4.954,0.137,0.0276544206701655,-1.5582354350934111,noIR,125,92.0496894409938,-0.333529283394628,0,,0.8240079539010379,12.070358,4.0412006,SL-RIs
HsaINT0008099,ANK2,1501,45.0,27.0,0.0,,39.307128580946,0.7684666673179406,14.56,52.175,9.56,2.4482761720664485,4.954,2.241,0.4523617278966492,-0.3445141457147569,noIR,36,91.88034188034187,-0.333529283394628,0,,0.3177365237185795,9.517405,7.0027804,LL-RIs
HsaINT1003656,ANK3,438,43.0,34.0,0.0,,35.1598173515982,2.493263155894857,20.555,10.205,7.015,0.54076117341282,12.0,0.238,0.0198333333333333,-1.7026042889911128,noIR,9,76.0,,0,,1.0364657503606758,11.634329,3.381916,SL-RIs
HsaINT0008283,ANKHD1,17803,33.0,10.0,49.41302027748132,"DNA/TcMar-Tigger, DNA/hAT-Charlie, LINE/L1, LINE/L2, LTR/ERV1, Low_complexity, SINE/Alu, Simple_repeat",34.0055046902208,0.2194196721550018,11.975,80.39,30.94,1.3775428537754433,12.0,0.27,0.0225,-1.6478174818886375,noIR,231,93.16614420062696,,0,,1.316689892824059,12.16472,3.2066636,SL-RIs
HsaINT0008366,ANKMY2,2211,9.0,8.0,47.896879240162825,"LINE/L2, LTR/ERVL-MaLR, SINE/MIR",38.6702849389417,0.0800095018674198,24.78,12.08,11.225,0.1059050096965696,12.0,0.138,0.0115,-1.939302159646388,noIR,20,89.65517241379311,0.11178026878979,0,,0.4884349204275212,12.640671,3.756932,SL-RIs
HsaINT0008615,ANKRD23,171,8.0,7.0,0.0,,63.7426900584795,-0.5400647086769288,25.175,52.715,1.585,5.055658792218958,8.053,6.075,0.7543772507140195,-0.1224114168220773,noIR,14,92.3076923076923,,0,,0.3450776550777531,6.7578087,9.76926,LL-RIs
HsaINT0008693,ANKRD27,1255,28.0,15.0,29.800796812749,"LINE/L1, SINE/Alu",49.4820717131474,-0.1293444969899101,25.12,34.95,23.06,0.5998999426110272,12.0,0.249,0.02075,-1.6829818989518883,noIR,50,92.5764192139738,0.873303976962941,0,,0.7117727530400763,9.305219,8.892878,SL-RIs
HsaINT0008712,ANKRD27,78,28.0,7.0,0.0,,64.1025641025641,0.0061168855769777,11.17,34.95,23.06,0.5998999426110272,12.0,0.258,0.0215,-1.6675615400843946,noIR,4,100.0,0.873303976962941,0,,0.8472124142398738,3.6577914,8.408702,SL-RIs
HsaINT0008694,ANKRD27,745,28.0,16.0,39.59731543624161,SINE/Alu,52.751677852349,-0.4462983879804929,20.8,34.95,23.06,0.5998999426110272,12.0,0.132,0.011,-1.9586073148417749,noIR,32,89.36170212765957,0.873303976962941,0,,0.4122696075138884,10.123756,9.999389,SL-RIs
HsaINT0008710,ANKRD27,693,28.0,5.0,43.001443001443,SINE/Alu,48.3405483405483,-0.238846821643007,10.855,34.95,23.06,0.5998999426110272,12.0,0.139,0.0115833333333333,-1.9361664457935297,noIR,26,98.1132075471698,0.873303976962941,0,,0.390209442314296,10.152466,6.2892113,SL-RIs
HsaINT0008719,ANKRD28,1474,28.0,12.0,23.202170963364992,"LTR?, SINE/Alu, Simple_repeat",34.1926729986431,0.1072946359411018,12.15,33.48,26.74,0.3243000624569908,11.168,0.254,0.0227435530085959,-1.643141688659148,noIR,18,89.6774193548387,-0.33191403886619,0,,0.5237896174187209,12.689336,3.8572462,SL-RIs
HsaINT0008732,ANKRD28,646,28.0,24.0,35.294117647058826,SINE/MIR,31.2693498452012,0.1895054283508554,10.295,33.48,26.74,0.3243000624569908,11.168,0.262,0.0234598853868194,-1.6296741139593405,noIR,0,,-0.33191403886619,0,,0.3357058809626514,12.989315,4.256634,SL-RIs
HsaINT0009134,ANKRD52,392,27.0,27.0,0.0,,58.4183673469388,0.2309923274787929,16.395,127.62,20.27,2.65443644521493,12.0,0.142,0.0118333333333333,-1.9268929016645684,noIR,8,88.40579710144928,1.60752240763712,392,16.2211,0.9614577856693508,9.370397,8.069003,SL-RIs
HsaINT0009133,ANKRD52,174,27.0,26.0,0.0,,56.8965517241379,0.1542948004116729,13.425,127.62,20.27,2.65443644521493,12.0,0.134,0.0111666666666666,-1.9520764476828167,noIR,2,87.5,1.60752240763712,174,16.2211,1.5213791468251772,10.031791,7.169786,SL-RIs
HsaINT0009124,ANKRD52,248,27.0,18.0,18.14516129032258,Simple_repeat,55.6451612903226,-0.0526396756221611,19.51,127.62,20.27,2.65443644521493,12.0,0.217,0.0180833333333333,-1.742721512199095,noIR,2,100.0,1.60752240763712,248,16.2211,0.907003024469999,8.115785,7.4991417,SL-RIs
HsaINT0009123,ANKRD52,270,27.0,17.0,12.962962962962964,Simple_repeat,55.5555555555556,-0.0091747216089216,25.28,127.62,20.27,2.65443644521493,12.0,0.22,0.0183333333333333,-1.7367585652254185,noIR,5,94.44444444444444,1.60752240763712,270,16.2211,1.062606344571856,10.815606,7.985725,SL-RIs
HsaINT0009136,ANKRD52,1030,27.0,4.0,0.0,,50.2912621359223,0.3854198256116976,16.425,127.62,20.27,2.65443644521493,12.0,0.137,0.0114166666666666,-1.942460678891218,noIR,10,72.3076923076923,1.60752240763712,1030,16.2211,0.5936145130019586,9.69999,7.714675,SL-RIs
HsaINT0009115,ANKRD52,331,27.0,1.0,0.0,,72.2054380664652,0.5496272717955325,11.07,127.62,20.27,2.65443644521493,12.0,0.243,0.02025,-1.6935749724493123,noIR,37,1.1235955056179776,1.60752240763712,331,16.2211,0.8818381719952595,6.793046,9.801541,SL-RIs
HsaINT0009135,ANKRD52,197,27.0,3.0,0.0,,52.2842639593909,0.4642653066869255,15.98,127.62,20.27,2.65443644521493,12.0,0.129,0.01075,-1.968591535748376,noIR,6,26.47058823529412,1.60752240763712,197,16.2211,1.1735145655811126,9.220173,6.6190577,SL-RIs
HsaINT0009138,ANKRD52,144,27.0,6.0,0.0,,43.75,0.0726783213342403,14.44,127.62,20.27,2.65443644521493,12.0,0.223,0.0185833333333333,-1.7308763829994642,noIR,2,95.0,1.60752240763712,144,16.2211,1.3269584210207983,11.429733,7.6967945,SL-RIs
HsaINT0009122,ANKRD52,192,27.0,16.0,0.0,,55.2083333333333,-0.0016963360026595,19.765,127.62,20.27,2.65443644521493,12.0,0.244,0.0203333333333333,-1.6917914197088957,noIR,6,97.5,1.60752240763712,192,16.2211,1.143409331812257,10.070438,9.661719,SL-RIs
HsaINT0009140,ANKRD52,266,27.0,8.0,0.0,,47.7443609022556,0.2427471734126502,17.51,127.62,20.27,2.65443644521493,12.0,0.212,0.0176666666666666,-1.7528453851188734,noIR,2,91.66666666666669,1.60752240763712,266,16.2211,1.1870879016728573,11.158384,7.0395656,SL-RIs
HsaINT0009125,ANKRD52,76,27.0,19.0,0.0,,61.8421052631579,0.4606666756297151,11.675,127.62,20.27,2.65443644521493,12.0,0.137,0.0114166666666666,-1.942460678891218,noIR,2,100.0,1.60752240763712,76,16.2211,2.1017550349429017,3.3503032,8.887224,SL-RIs
HsaINT0009195,ANKS1A,18304,23.0,13.0,33.74125874125874,"LINE/CR1, LINE/L1, LINE/L2, LTR/ERV1, SINE/Alu, SINE/MIR, Simple_repeat",52.6770104895105,-0.128616674700546,11.94,38.4,22.165,0.7928229484432538,11.689,0.261,0.0223286850885447,-1.6511368512950362,noIR,662,90.35578429178788,,0,,0.4513482659316783,9.993758,10.267144,SL-RIs
HsaINT0009205,ANKS1A,1015,23.0,22.0,0.0,,62.3645320197044,0.3524299794560044,10.285,38.4,22.165,0.7928229484432538,11.689,0.243,0.0207887757720934,-1.6821710850350051,noIR,44,91.07142857142856,,0,,0.7895282186562543,7.709813,8.977679,SL-RIs
HsaINT0009279,ANKZF1,219,13.0,3.0,0.0,,43.8356164383562,0.2391880754501037,12.16,184.275,20.835,3.1447793532681345,5.403,12.0,2.220988339811216,0.3465462785084291,noIR,0,,2.86316636705187,0,,0.6421589222143224,11.252095,6.03875,LL-RIs
HsaINT0009488,ANO8,764,17.0,1.0,60.340314136125656,"LINE/L2, SINE/MIR, Simple_repeat",65.1832460732984,0.183880733911053,12.985,330.465,8.675,5.251489914103334,12.0,12.0,1.0,0.0,noIR,102,8.288288288288289,4.01785900108217,0,,0.589034978668976,7.651511,10.459427,LL-RIs
HsaINT0009502,ANO8,98,17.0,7.0,0.0,,58.1632653061224,-0.1631752592463468,15.84,330.465,8.675,5.251489914103334,12.0,6.77,0.5641666666666666,-0.2485925773624805,noIR,3,86.66666666666667,4.01785900108217,0,,2.112221471657844,4.3157306,8.070496,LL-RIs
HsaINT0009915,AP1AR,2125,9.0,5.0,41.36470588235294,"SINE/Alu, Simple_repeat",37.5058823529412,0.2750743884832108,11.18,35.245,31.065,0.1821285511227206,11.19,0.167,0.0149240393208221,-1.8261136153807669,noIR,26,94.21965317919076,-0.345602195007736,0,,1.009520493556497,12.971575,3.1013548,SL-RIs
HsaINT1004141,AP1AR,1922,9.0,6.0,22.684703433923,SINE/MIR,33.0905306971904,0.1035981266269676,16.85,35.245,31.065,0.1821285511227206,11.19,0.226,0.0201966041108132,-1.6947216473809492,noIR,8,92.45283018867924,-0.345602195007736,0,,0.7424417280354769,13.030877,4.8191414,SL-RIs
HsaINT0009928,AP1B1,524,21.0,11.0,0.0,,59.9236641221374,-0.3457131916594764,15.29,95.04,55.39,0.778909297637445,12.0,0.219,0.01825,-1.7387371312075066,noIR,10,98.41269841269842,1.59637961550227,0,,0.4658601731171073,9.055599,9.375426,SL-RIs
HsaINT0009972,AP1G2,81,19.0,11.0,0.0,,59.2592592592593,0.5519000099491678,14.95,379.22,18.895,4.326958630029694,10.3,8.184,0.7945631067961164,-0.0998716040010685,noIR,0,,3.58261253000216,0,,1.876205945972984,3.9030077,8.085798,LL-RIs
HsaINT0009976,AP1G2,326,19.0,15.0,0.0,,51.2269938650307,0.1082553815626754,29.865,379.22,18.895,4.326958630029694,10.3,4.94,0.4796116504854369,-0.3191102757815253,noIR,2,88.23529411764706,3.58261253000216,0,,1.1888586223906463,8.499747,6.977955,LL-RIs
HsaINT0010034,AP2A1,97,22.0,17.0,0.0,,64.9484536082474,0.1077500065536393,27.445,106.405,67.38,0.6591736114934884,12.0,0.212,0.0176666666666666,-1.7528453851188734,noIR,4,100.0,1.85693110779143,0,,1.187430643204228,4.4493213,9.262534,SL-RIs
HsaINT0010033,AP2A1,101,22.0,16.0,0.0,,71.2871287128713,0.2329800077993422,13.195,106.405,67.38,0.6591736114934884,12.0,0.229,0.0190833333333333,-1.7193457637077367,noIR,8,85.71428571428571,1.85693110779143,0,,1.5857381099729986,4.6411314,9.77531,SL-RIs
HsaINT0010029,AP2A1,100,22.0,13.0,0.0,,72.0,-0.1796767781253415,14.62,106.405,67.38,0.6591736114934884,12.0,0.248,0.0206666666666666,-1.6847295652214085,noIR,5,81.81818181818181,1.85693110779143,0,,1.663017871264863,6.2769623,8.647146,SL-RIs
HsaINT0010055,AP2A2,3123,21.0,15.0,0.0,,58.4694204290746,-0.474467968797755,25.075,83.22,23.58,1.8193665700649964,12.0,12.0,1.0,0.0,noIR,214,92.96875,0.076402457581594,0,,0.3956914323157846,11.1328945,6.420852,LL-RIs
HsaINT0010136,AP3B2,287,25.0,12.0,0.0,,53.6585365853659,0.0610944069331752,20.275,13.185,2.145,2.6198480183650146,8.293,0.252,0.0303870734354274,-1.517311124600777,noIR,2,86.95652173913044,,0,,0.8956785057135636,10.348749,7.459709,SL-RIs
HsaINT0010178,AP3D1,482,31.0,27.0,0.0,,63.0705394190871,-0.4031101856458149,11.64,271.56,117.6,1.207382930264322,12.0,7.597,0.6330833333333333,-0.1985391196433399,noIR,26,97.32142857142856,,0,,0.401228611209217,7.509164,8.834699,LL-RIs
HsaINT0010182,AP3D1,6418,31.0,31.0,77.8747273293861,"LINE/L1, LTR/ERVK, SINE/Alu, Simple_repeat",53.2253038329698,-0.0647815177230913,14.655,271.56,117.6,1.207382930264322,12.0,0.231,0.01925,-1.7155692661554804,noIR,355,95.60810810810813,,0,,1.1336463467901323,13.166059,6.692956,SL-RIs
HsaINT0010221,AP4B1,264,10.0,10.0,0.0,,34.469696969697,0.3411140702129253,21.24,31.36,10.965,1.5160197474416146,5.461,0.137,0.0250869804065189,-1.6005516093791368,noIR,2,94.73684210526316,1.89293410210315,0,,0.3032652844846928,11.084003,4.835875,SL-RIs
HsaINT0010226,AP4B1,1102,10.0,6.0,27.58620689655172,"LINE/L2, SINE/MIR, Simple_repeat",37.2050816696915,0.1457247956372335,21.805,31.36,10.965,1.5160197474416146,5.461,0.245,0.0448635780992492,-1.3481060921710109,noIR,4,100.0,1.89293410210315,0,,1.4874031198359394,12.72414,5.02551,SL-RIs
HsaINT0010227,AP4B1,774,10.0,7.0,38.372093023255815,"DNA/hAT-Tip100, LINE/L2, SINE/MIR",38.6304909560724,0.1983117729837778,14.575,31.36,10.965,1.5160197474416146,5.461,0.226,0.0413843618384911,-1.3831637373881425,noIR,0,,1.89293410210315,0,,1.5502965893267846,11.526312,4.9590554,SL-RIs
HsaINT0010261,AP4M1,104,14.0,8.0,0.0,,57.6923076923077,0.2707475653478821,12.375,65.195,12.795,2.3491811767138264,3.45,0.135,0.0391304347826087,-1.407485326578268,noIR,4,100.0,2.39664349903713,0,,1.8781205310229256,5.008521,8.16844,SL-RIs
